782814.txt	1	6.56
884726.txt	1	1.31
7979128.txt	1	0.00
880601.txt	1	1.16
mw22891.txt	1	0.00
mw5jan1660.txt	1	0.00
608907.txt	1	9.25
8003341.txt	1	0.00
mw72545.txt	1	0.00
8109378.txt	1	0.00
8105253.txt	1	0.00
538286.txt	1	79.25
808606.txt	1	22.00
8016669.txt	1	0.00
504954.txt	1	20.00
623426.txt	1	5.67
30706.txt	1	114.00
64038.txt	1	8.33
8031188.txt	1	0.00
430889.txt	1	0.06
593018.txt	1	6.33
7613637.txt	1	0.00
8017831.txt	1	2.00
58081.txt	1	1.53
548651.txt	1	0.54
8138387.txt	1	1.00
132019.txt	1	18.20
8015790.txt	1	0.00
111334.txt	1	3.67
8134262.txt	1	0.00
8124821.txt	1	2.00
533963.txt	1	327.00
8045678.txt	1	1.00
567295.txt	1	2.22
598305.txt	1	8.00
8065444.txt	1	0.00
563170.txt	1	2.17
802480.txt	1	45.00
498477.txt	1	0.17
8085210.txt	1	0.00
655641.txt	1	0.64
474586.txt	1	3.71
mw31j0463.txt	1	0.00
572373.txt	1	0.62
8084088.txt	1	0.00
811683.txt	1	11.60
8074647.txt	1	0.00
596264.txt	1	4.00
490908.txt	1	3.40
61799.txt	1	3.20
742865.txt	1	1.46
mw58528.txt	1	0.00
581576.txt	1	0.62
129949.txt	1	4.00
101933.txt	1	1.43
mw23393.txt	1	0.00
mw47284.txt	1	0.00
418232.txt	1	3.41
227736.txt	1	45.00
233052.txt	1	8.86
223611.txt	1	2.23
mw129369.txt	1	0.00
mw32596.txt	1	0.00
mw73047.txt	1	0.00
8099700.txt	1	0.00
mw145010.txt	1	0.00
586863.txt	1	0.33
86852.txt	1	0.71
242255.txt	1	17.50
8013046.txt	1	0.00
mw154213.txt	1	0.00
mw130322.txt	1	0.00
786562.txt	1	3.00
531219.txt	1	1.18
91930.txt	1	45.33
775999.txt	1	11.00
771874.txt	1	1.33
791640.txt	1	2.17
178724.txt	1	1.28
19935.txt	1	11.00
167480.txt	1	2.50
406790.txt	1	8.40
519946.txt	1	6.33
8105557.txt	1	0.00
mw168703.txt	1	0.00
8016292.txt	1	3.50
8047302.txt	1	5.00
7973266.txt	1	3.00
8129448.txt	1	0.00
38579.txt	1	0.14
8125323.txt	1	0.00
mw81371.txt	1	0.00
534465.txt	1	0.93
530340.txt	1	0.48
632252.txt	1	1.33
mw142771.txt	1	0.00
806869.txt	1	2.50
461522.txt	1	1.09
8075149.txt	1	0.00
8071024.txt	1	1.00
641455.txt	1	17.17
117123.txt	1	1.68
459690.txt	1	6.00
8039985.txt	1	1.00
oph01544.txt	1	8.00
568721.txt	1	7.00
8035860.txt	1	0.00
mw64108.txt	1	0.00
135529.txt	1	2.09
8076311.txt	1	0.00
8113881.txt	1	0.00
77913.txt	1	5.67
577924.txt	1	41.00
oph10747.txt	1	0.00
587365.txt	1	6.50
655945.txt	1	1.18
767298.txt	1	1.86
8074270.txt	1	0.00
592443.txt	1	2.00
8094717.txt	1	0.00
796267.txt	1	1.20
oph04790.txt	1	0.00
840956.txt	1	6.33
874288.txt	1	4.30
7914673.txt	1	0.33
418536.txt	1	54.67
407292.txt	1	6.00
438302.txt	1	18.00
414411.txt	1	0.60
8028038.txt	1	0.00
16312.txt	1	5.00
427739.txt	1	0.90
433055.txt	1	1.23
153294.txt	1	4.20
mw143273.txt	1	0.00
44159.txt	1	1.67
462024.txt	1	11.00
701334.txt	1	2.56
721100.txt	1	1.71
540045.txt	1	5.67
8042319.txt	1	1.00
40034.txt	1	9.50
710537.txt	1	0.85
628600.txt	1	23.00
7967573.txt	1	0.00
8105180.txt	1	0.00
28761.txt	1	19.38
69212.txt	1	0.09
8016596.txt	1	0.00
8047606.txt	1	5.00
8104942.txt	1	0.00
58649.txt	1	3.90
7972651.txt	1	0.00
817736.txt	1	17.00
8025799.txt	1	0.00
827177.txt	1	25.00
8021674.txt	1	0.00
837502.txt	1	2.25
543291.txt	1	4.62
8130705.txt	1	0.00
8041440.txt	1	0.00
8123586.txt	1	0.00
97059.txt	1	2.00
87618.txt	1	0.50
8095219.txt	1	6.33
583504.txt	1	8.38
8071328.txt	1	0.00
900835.txt	1	2.09
mw49212.txt	1	0.00
8060084.txt	1	6.33
oph05292.txt	1	0.00
mw14758.txt	1	0.00
419038.txt	1	19.00
680169.txt	1	0.56
115386.txt	1	1.42
105945.txt	1	1.50
mw10633.txt	1	0.00
oph14495.txt	1	0.00
mw207277.txt	1	0.00
488963.txt	1	1.18
424116.txt	1	0.90
26017.txt	1	8.33
604049.txt	1	17.00
mw212355.txt	1	0.00
879839.txt	1	19.50
899605.txt	1	7.33
mw78221.txt	1	0.00
mw37770.txt	1	0.00
227663.txt	1	0.65
711039.txt	1	16.25
mw67658.txt	1	0.00
8018220.txt	1	0.00
890233.txt	1	3.67
438606.txt	1	18.00
mw76180.txt	1	0.00
417921.txt	1	10.50
236866.txt	1	3.18
8007657.txt	1	0.00
618539.txt	1	3.43
256632.txt	1	14.00
529274.txt	1	0.67
447809.txt	1	2.25
8003532.txt	1	0.00
mw178031.txt	1	0.00
603170.txt	1	4.50
25819.txt	1	0.68
mw202954.txt	1	0.00
8105444.txt	1	0.00
7517401.txt	1	0.00
8131207.txt	1	0.00
7516279.txt	1	0.00
8100197.txt	1	0.00
8124088.txt	1	1.00
64229.txt	1	8.00
8031379.txt	1	0.00
662027.txt	1	1.08
mw11135.txt	1	0.00
mw75982.txt	1	0.00
102322.txt	1	1.49
8138578.txt	1	6.33
704884.txt	1	3.67
8045869.txt	1	0.00
8075076.txt	1	0.00
396756.txt	1	9.75
802671.txt	1	2.00
8065635.txt	1	1.00
641382.txt	1	2.14
815999.txt	1	3.29
767185.txt	1	18.00
811874.txt	1	123.00
8060388.txt	1	0.00
72553.txt	1	4.86
mw38272.txt	1	0.00
8080154.txt	1	0.00
409220.txt	1	1.21
228165.txt	1	64.50
mw58719.txt	1	0.00
224040.txt	1	1.77
159347.txt	1	3.67
850284.txt	1	0.62
oph14799.txt	1	0.00
418423.txt	1	1.20
155222.txt	1	12.83
237368.txt	1	1.33
227927.txt	1	1.00
mw208703.txt	1	0.00
8008159.txt	1	0.00
223802.txt	1	5.30
oph10674.txt	1	0.00
8044990.txt	1	0.00
164425.txt	1	4.82
8094644.txt	1	0.00
mw130513.txt	1	0.00
796194.txt	1	0.46
520166.txt	1	22.25
7969501.txt	1	0.00
873977.txt	1	7.67
791831.txt	1	18.50
8007280.txt	1	0.00
mw76484.txt	1	0.00
8116311.txt	1	0.00
8109192.txt	1	0.00
539903.txt	1	29.50
8027727.txt	1	0.00
49333.txt	1	0.70
8037168.txt	1	0.00
436869.txt	1	1.29
808420.txt	1	0.86
8097890.txt	1	0.00
8101623.txt	1	1.00
466076.txt	1	0.81
705386.txt	1	14.50
14879.txt	1	12.71
152983.txt	1	15.20
44086.txt	1	6.14
636568.txt	1	2.40
554422.txt	1	0.83
441947.txt	1	6.11
mw142962.txt	1	0.00
8134717.txt	1	1.00
543859.txt	1	0.00
53289.txt	1	4.60
480357.txt	1	6.80
oph11176.txt	1	0.00
68901.txt	1	8.04
87545.txt	1	3.00
oph10938.txt	1	0.00
8065939.txt	1	0.00
400112.txt	1	6.00
826866.txt	1	1.00
8061814.txt	1	6.33
856073.txt	1	3.75
583431.txt	1	205.00
mw131015.txt	1	0.00
381691.txt	1	3.50
596759.txt	1	1.94
8080458.txt	1	0.00
409524.txt	1	3.91
581390.txt	1	3.11
105872.txt	1	11.75
oph04981.txt	1	0.00
mw47779.txt	1	0.00
227550.txt	1	7.40
8004338.txt	1	0.00
16503.txt	1	9.00
707010.txt	1	2.69
8088951.txt	1	0.00
mw52857.txt	1	0.00
7964518.txt	1	0.00
8024104.txt	1	0.00
8126016.txt	1	0.00
614301.txt	1	18.11
153485.txt	1	17.38
mw134261.txt	1	0.00
423805.txt	1	0.49
mw202841.txt	1	0.50
453012.txt	1	5.43
mw212282.txt	1	0.00
899532.txt	1	0.27
442449.txt	1	43.00
8111328.txt	1	0.00
462215.txt	1	2.00
884844.txt	1	1.90
40225.txt	1	1.83
mw77910.txt	1	0.00
8109496.txt	1	0.00
7967764.txt	1	0.00
8105371.txt	1	0.00
245996.txt	1	1.75
8016787.txt	1	0.60
808724.txt	1	0.65
oph02237.txt	1	0.00
mw81866.txt	1	0.00
8036553.txt	1	0.00
558170.txt	1	0.75
445695.txt	1	0.00
704771.txt	1	13.00
441570.txt	1	10.50
465461.txt	1	68.00
578617.txt	1	2.83
823243.txt	1	0.39
393437.txt	1	17.70
645394.txt	1	1.68
8123777.txt	1	0.00
mw29637.txt	1	0.00
8071519.txt	1	0.00
7647087.txt	1	0.00
mw39078.txt	1	0.00
mw181676.txt	1	0.00
852212.txt	1	3.33
773069.txt	1	2.67
228052.txt	1	2.50
mw10824.txt	1	0.00
oph14686.txt	1	0.00
8069687.txt	1	0.00
517016.txt	1	0.52
oph10561.txt	1	0.00
880059.txt	1	8.50
mw207468.txt	1	0.00
768915.txt	1	1.93
498595.txt	1	0.00
26208.txt	1	53.67
8050874.txt	1	0.00
8094531.txt	1	0.00
766874.txt	1	4.75
8083968.txt	1	0.00
mw78412.txt	1	0.00
179040.txt	1	5.93
mw67849.txt	1	0.00
8008086.txt	1	0.00
7968266.txt	1	0.00
8018411.txt	1	0.00
16807.txt	1	14.33
246498.txt	1	6.00
256823.txt	1	3.33
242373.txt	1	13.23
8037055.txt	1	0.00
525340.txt	1	0.00
446197.txt	1	0.38
79108.txt	1	7.50
432631.txt	1	0.33
8101510.txt	1	0.50
55217.txt	1	4.40
14766.txt	1	1.43
20082.txt	1	7.29
m2w00379.txt	1	3.00
mw143768.txt	1	0.00
8124279.txt	1	0.00
40529.txt	1	19.50
451275.txt	1	0.71
823507.txt	1	21.50
560306.txt	1	2.80
8047420.txt	1	0.00
8125441.txt	1	0.00
oph11063.txt	1	0.00
817550.txt	1	4.50
8138769.txt	1	0.00
646820.txt	1	1.22
728966.txt	1	5.50
8134644.txt	1	0.00
700950.txt	1	6.00
mw5898.txt	1	0.00
734282.txt	1	3.18
8075267.txt	1	0.00
802862.txt	1	1.75
8041935.txt	1	0.00
8095033.txt	1	0.00
8071142.txt	1	4.40
8061701.txt	1	6.33
552989.txt	1	0.38
mw18697.txt	1	0.00
841272.txt	1	5.60
409411.txt	1	1.00
591399.txt	1	0.21
248122.txt	1	2.91
91388.txt	1	1.12
mw64226.txt	1	0.00
mw207091.txt	1	0.00
150166.txt	1	1.64
403926.txt	1	0.00
15268.txt	1	23.50
mw164036.txt	1	0.00
8090710.txt	1	6.33
613066.txt	1	2.92
op754.txt	1	0.00
870281.txt	1	14.00
894172.txt	1	2.00
mw67472.txt	1	0.00
169903.txt	1	3.11
7979133.txt	1	0.00
247924.txt	1	16.00
618353.txt	1	3.22
608912.txt	1	1.67
mw76675.txt	1	0.00
8116502.txt	1	0.00
49524.txt	1	0.92
25633.txt	1	6.14
8037359.txt	1	0.00
mw81753.txt	1	0.00
384121.txt	1	0.00
8135146.txt	1	0.00
mw143391.txt	1	0.00
mw174401.txt	1	0.00
544288.txt	1	1.50
8131021.txt	1	0.00
510956.txt	1	5.50
34836.txt	1	1.00
mw211971.txt	1	0.00
mw163838.txt	1	0.00
8042437.txt	1	0.00
530722.txt	1	0.90
40152.txt	1	174.00
30711.txt	1	2.33
823130.txt	1	1.06
393324.txt	1	0.00
8031193.txt	1	0.00
8062203.txt	1	0.00
632634.txt	1	7.25
mw19199.txt	1	0.00
573257.txt	1	99.00
730421.txt	1	2.64
oph06289.txt	1	1.00
559900.txt	1	0.55
132024.txt	1	4.80
78533.txt	1	19.67
oph01926.txt	1	0.67
485835.txt	1	1.54
846823.txt	1	1.13
583622.txt	1	0.52
8050761.txt	1	0.00
8080649.txt	1	0.00
841576.txt	1	4.00
129954.txt	1	0.46
139395.txt	1	17.00
409715.txt	1	0.33
135270.txt	1	3.50
227741.txt	1	19.00
mw67736.txt	1	0.00
mw77177.txt	1	0.00
179608.txt	1	4.00
mw129374.txt	1	0.00
mw73052.txt	1	0.00
mw207395.txt	1	0.00
253504.txt	1	1.59
26135.txt	1	1.78
809113.txt	1	3.62
mw62489.txt	1	1.33
628058.txt	1	0.18
8126207.txt	1	0.00
688780.txt	1	11.00
879957.txt	1	1.56
422193.txt	1	7.20
797811.txt	1	0.82
511458.txt	1	32.00
35338.txt	1	18.00
555115.txt	1	16.67
mw184106.txt	1	0.00
633136.txt	1	9.00
40416.txt	1	0.46
813069.txt	1	15.33
7968193.txt	1	0.00
427480.txt	1	0.80
7899375.txt	1	0.00
103319.txt	1	45.33
8109687.txt	1	0.00
399113.txt	1	2.09
8105562.txt	1	0.00
7963830.txt	1	0.00
8016978.txt	1	0.00
538595.txt	1	31.00
oph02428.txt	1	0.00
8057429.txt	1	0.00
729091.txt	1	2.22
8046185.txt	1	5.00
534470.txt	1	1.55
8022294.txt	1	2.00
445886.txt	1	0.34
8114765.txt	1	0.00
397072.txt	1	3.00
636382.txt	1	1.29
588249.txt	1	0.50
769304.txt	1	4.67
482212.txt	1	11.50
656829.txt	1	37.00
8031497.txt	1	0.00
471649.txt	1	0.92
382384.txt	1	2.75
mw16500.txt	1	0.00
652704.txt	1	1.38
812190.txt	1	1.04
491415.txt	1	1.47
641460.txt	1	11.30
mw29828.txt	1	0.00
93316.txt	1	0.62
695239.txt	1	2.91
oph09799.txt	1	0.00
102440.txt	1	29.33
mw34906.txt	1	0.00
7750143.txt	1	0.00
8069878.txt	1	0.00
396874.txt	1	9.50
619119.txt	1	3.00
oph10752.txt	1	0.25
mw105747.txt	1	0.00
587370.txt	1	9.33
400607.txt	1	9.20
498786.txt	1	4.40
655950.txt	1	2.08
mw207659.txt	1	0.00
8010109.txt	1	0.00
96562.txt	1	12.00
2639.txt	1	7.67
8094722.txt	1	0.00
8080272.txt	1	6.00
600306.txt	1	3.67
885537.txt	1	0.00
772381.txt	1	10.76
7959254.txt	1	0.00
247811.txt	1	0.14
8008277.txt	1	1.00
8028043.txt	1	0.00
144777.txt	1	6.00
mw52671.txt	1	0.00
mw169210.txt	1	0.00
164543.txt	1	32.00
539097.txt	1	0.16
433060.txt	1	1.00
39086.txt	1	20.00
879580.txt	1	23.50
8037246.txt	1	0.00
251767.txt	1	8.00
705464.txt	1	16.25
mw143959.txt	1	0.00
20273.txt	1	5.00
8100579.txt	1	0.00
mw17002.txt	1	0.00
mw182369.txt	1	0.00
8027845.txt	1	0.00
oph06176.txt	1	0.00
7997466.txt	1	0.00
8047611.txt	1	5.00
176992.txt	1	4.83
8125632.txt	1	1.25
558665.txt	1	5.96
mw106249.txt	1	0.00
578431.txt	1	0.00
78420.txt	1	2.07
oph11254.txt	1	0.00
387935.txt	1	6.00
8056814.txt	1	0.00
499288.txt	1	19.67
8086021.txt	1	0.00
489847.txt	1	1.71
401109.txt	1	1.00
8062130.txt	1	0.00
8130710.txt	1	1.00
mw204036.txt	1	0.00
485722.txt	1	0.08
63732.txt	1	2.00
73173.txt	1	1.42
8051567.txt	1	0.00
8071333.txt	1	1.00
mw29451.txt	1	0.00
900840.txt	1	16.80
82376.txt	1	18.50
852707.txt	1	4.00
8080536.txt	1	0.00
126635.txt	1	5.80
7813949.txt	1	0.67
782086.txt	1	10.00
91579.txt	1	0.91
155604.txt	1	0.15
428246.txt	1	4.29
8089948.txt	1	0.00
mw135258.txt	1	0.00
8085823.txt	1	0.00
608179.txt	1	10.20
mw159149.txt	1	0.00
889285.txt	1	2.62
511345.txt	1	9.40
op945.txt	1	1.00
8090901.txt	1	6.33
898488.txt	1	1.44
781888.txt	1	0.44
158850.txt	1	29.33
mw12019.txt	1	0.00
8007662.txt	1	0.00
mw76866.txt	1	0.00
8126134.txt	1	0.00
mw82182.txt	1	0.00
447814.txt	1	2.75
559167.txt	1	4.50
25824.txt	1	7.14
mw7713.txt	1	0.00
mw178717.txt	1	0.00
m2w00193.txt	1	0.00
mw143582.txt	1	0.00
647513.txt	1	12.00
633063.txt	1	5.00
384312.txt	1	2.00
8131212.txt	1	0.00
701643.txt	1	4.75
8042628.txt	1	5.00
mw2466.txt	1	0.00
30902.txt	1	5.67
540354.txt	1	203.00
560120.txt	1	12.00
823321.txt	1	2.88
744178.txt	1	2.12
853209.txt	1	6.75
oph02355.txt	1	8.00
112449.txt	1	1.40
8036671.txt	1	0.00
7972960.txt	1	1.00
oph11558.txt	1	0.00
8045874.txt	1	0.00
8123895.txt	1	1.00
8075081.txt	1	0.00
87927.txt	1	5.14
587938.txt	1	8.33
97368.txt	1	0.00
mw29755.txt	1	0.00
8095528.txt	1	0.00
661834.txt	1	2.00
8084284.txt	1	0.00
7476475.txt	1	0.00
875099.txt	1	3.50
783512.txt	1	2.50
mw38958.txt	1	0.00
139586.txt	1	59.00
409906.txt	1	4.00
17123.txt	1	5.00
mw77368.txt	1	0.00
870736.txt	1	4.25
mw129565.txt	1	0.00
619046.txt	1	2.00
mw73243.txt	1	0.00
144664.txt	1	6.00
7961013.txt	1	0.50
413181.txt	1	0.00
mw203461.txt	1	0.00
420300.txt	1	1.93
22201.txt	1	2.31
mw179219.txt	1	0.00
8102507.txt	1	0.00
624124.txt	1	0.00
511649.txt	1	0.20
633327.txt	1	5.44
472038.txt	1	0.69
mw40.txt	1	0.00
oph08104.txt	1	0.00
7968384.txt	1	0.00
178920.txt	1	0.18
8007966.txt	1	0.00
8027732.txt	1	0.00
7984706.txt	1	0.00
8109878.txt	1	0.00
8037173.txt	1	0.00
388060.txt	1	14.25
8139085.txt	1	0.00
8105753.txt	1	0.00
545905.txt	1	1.00
705391.txt	1	28.50
oph02619.txt	1	0.00
38775.txt	1	0.00
384616.txt	1	138.00
8046376.txt	1	0.00
mw167777.txt	1	0.00
8124397.txt	1	0.00
7982665.txt	1	0.00
486528.txt	1	2.25
612682.txt	1	4.31
8114956.txt	1	0.00
8042251.txt	1	0.00
8110831.txt	1	0.00
441952.txt	1	0.96
53294.txt	1	25.33
393819.txt	1	2.60
812381.txt	1	17.38
662336.txt	1	4.70
mw182296.txt	1	0.00
788139.txt	1	2.33
oph07906.txt	1	0.00
832828.txt	1	1.13
8070098.txt	1	0.75
mw31210.txt	1	0.00
mw55101.txt	1	0.00
mw44538.txt	1	0.00
oph11181.txt	1	0.00
387862.txt	1	6.42
8138887.txt	1	0.00
mw208088.txt	1	0.00
121275.txt	1	1.00
141041.txt	1	41.00
223187.txt	1	125.00
mw115379.txt	1	0.67
8095151.txt	1	6.33
778738.txt	1	0.52
130478.txt	1	5.67
76987.txt	1	1.82
mw131020.txt	1	0.00
572873.txt	1	2.31
787260.txt	1	0.30
8080463.txt	1	0.00
mw38581.txt	1	0.00
694551.txt	1	2.50
776697.txt	1	9.25
861837.txt	1	2.00
248240.txt	1	3.00
850593.txt	1	63.50
mw31j25735.txt	1	0.00
639116.txt	1	3.62
mw97438.txt	1	0.00
mw73547.txt	1	0.00
8028234.txt	1	0.00
8106255.txt	1	0.00
515397.txt	1	2.75
546407.txt	1	3.20
423810.txt	1	16.00
mw8519.txt	1	0.00
535163.txt	1	1.37
8013546.txt	1	0.00
8115458.txt	1	0.00
613184.txt	1	11.33
mw130822.txt	1	0.00
251958.txt	1	0.62
520475.txt	1	2.23
7969810.txt	1	0.00
731418.txt	1	1.00
oph08408.txt	1	1.00
70118.txt	1	8.50
167980.txt	1	8.00
8023911.txt	1	0.00
7997657.txt	1	0.00
oph02242.txt	1	0.00
8139389.txt	1	0.00
mw21149.txt	1	0.00
112336.txt	1	0.25
78611.txt	1	3.90
64161.txt	1	4.80
578622.txt	1	2.00
397567.txt	1	3.00
8021870.txt	1	0.00
710773.txt	1	0.03
8075649.txt	1	0.00
877027.txt	1	3.00
754430.txt	1	29.00
93130.txt	1	30.00
593141.txt	1	9.67
mw29642.txt	1	0.00
784318.txt	1	5.36
862339.txt	1	1.50
582578.txt	1	4.40
mw55405.txt	1	0.00
660599.txt	1	12.29
851095.txt	1	1.60
mw209514.txt	1	0.00
156033.txt	1	10.40
238179.txt	1	2.75
mw31j26237.txt	1	0.00
mw74049.txt	1	0.00
8069692.txt	1	0.00
233816.txt	1	34.00
161111.txt	1	33.00
400421.txt	1	1.00
846941.txt	1	33.00
8014048.txt	1	0.00
689777.txt	1	0.80
7568873.txt	1	0.00
787564.txt	1	1.00
889476.txt	1	1.30
mw58651.txt	1	0.00
mw164418.txt	1	0.00
885351.txt	1	6.00
30169.txt	1	2.25
7959749.txt	1	0.50
894554.txt	1	3.50
mw77295.txt	1	0.00
179726.txt	1	1.00
8028538.txt	1	0.00
8024413.txt	1	0.00
mw134570.txt	1	0.00
mw72932.txt	1	0.00
177685.txt	1	5.56
8115081.txt	1	0.00
388628.txt	1	1.20
8057507.txt	1	0.00
8033616.txt	1	4.00
555233.txt	1	0.78
8135528.txt	1	0.00
m2w00384.txt	1	0.00
mw143773.txt	1	0.00
633254.txt	1	12.67
20768.txt	1	14.33
8131403.txt	1	0.00
701834.txt	1	3.71
803746.txt	1	1.86
7816002.txt	1	0.00
83069.txt	1	12.46
oph02546.txt	1	3.00
69712.txt	1	2.80
225115.txt	1	7.00
8012971.txt	1	0.00
8114883.txt	1	0.00
465770.txt	1	0.22
oph11749.txt	1	0.00
410126.txt	1	0.50
mw29946.txt	1	0.00
866087.txt	1	1.75
8060584.txt	1	6.33
852521.txt	1	1.00
176103.txt	1	3.07
135652.txt	1	0.83
248808.txt	1	43.00
517325.txt	1	1.60
17314.txt	1	2.50
oph14995.txt	1	0.00
619237.txt	1	265.33
144855.txt	1	1.54
26517.txt	1	908.00
8058009.txt	1	0.00
2757.txt	1	4.71
8112139.txt	1	0.00
mw144275.txt	1	0.00
385005.txt	1	2.00
624315.txt	1	4.43
463026.txt	1	1.00
541047.txt	1	0.22
50239.txt	1	9.22
8028161.txt	1	0.00
8018720.txt	1	0.00
mw76680.txt	1	0.00
427862.txt	1	0.64
505883.txt	1	1.40
8037364.txt	1	0.00
8139276.txt	1	0.00
79417.txt	1	37.00
8087018.txt	1	1.00
616998.txt	1	13.50
384807.txt	1	1.05
807494.txt	1	2.75
8042442.txt	1	0.00
642080.txt	1	13.00
710660.txt	1	0.69
mw31j1352.txt	1	0.00
8031879.txt	1	0.00
853023.txt	1	0.55
8061086.txt	1	6.33
mw26323.txt	1	0.00
oph06294.txt	1	0.00
760314.txt	1	1.91
8070289.txt	1	0.00
106947.txt	1	36.75
mw59417.txt	1	0.00
112263.txt	1	0.33
136154.txt	1	3.33
mw209401.txt	1	0.00
8056932.txt	1	0.00
121466.txt	1	1.00
8134953.txt	1	0.00
758482.txt	1	3.67
567986.txt	1	10.33
141232.txt	1	5.70
8099467.txt	1	0.00
97182.txt	1	0.77
8075576.txt	1	0.00
8095342.txt	1	0.00
8085901.txt	1	0.00
130669.txt	1	2.11
8071451.txt	1	0.00
8060888.txt	1	6.33
8080654.txt	1	0.00
419161.txt	1	6.00
7969077.txt	1	0.50
